                       x                        y                        z
 3.690864e+008  2.212878e+008  0.000000e+000
 3.690243e+008  2.217537e+008  0.000000e+000
 3.689620e+008  2.222194e+008  0.000000e+000
 3.688997e+008  2.226852e+008  0.000000e+000
 3.688372e+008  2.231508e+008  0.000000e+000
 3.687746e+008  2.236164e+008  0.000000e+000
 3.687120e+008  2.240819e+008  0.000000e+000
 3.686492e+008  2.245474e+008  0.000000e+000
 3.685863e+008  2.250127e+008  0.000000e+000
 3.685234e+008  2.254781e+008  0.000000e+000
 3.684603e+008  2.259433e+008  0.000000e+000
 3.683971e+008  2.264086e+008  0.000000e+000
 3.683338e+008  2.268737e+008  0.000000e+000
 3.682704e+008  2.273388e+008  0.000000e+000
 3.682070e+008  2.278038e+008  0.000000e+000
 3.681434e+008  2.282687e+008  0.000000e+000
 3.680797e+008  2.287336e+008  0.000000e+000
 3.680159e+008  2.291985e+008  0.000000e+000
 3.679520e+008  2.296632e+008  0.000000e+000
 3.678880e+008  2.301279e+008  0.000000e+000
 3.678239e+008  2.305926e+008  0.000000e+000
 3.677597e+008  2.310571e+008  0.000000e+000
 3.676954e+008  2.315217e+008  0.000000e+000
 3.676310e+008  2.319861e+008  0.000000e+000
 3.675665e+008  2.324505e+008  0.000000e+000
 3.675019e+008  2.329148e+008  0.000000e+000
 3.674372e+008  2.333791e+008  0.000000e+000
 3.673724e+008  2.338433e+008  0.000000e+000
 3.673075e+008  2.343074e+008  0.000000e+000
 3.672425e+008  2.347715e+008  0.000000e+000
 3.671774e+008  2.352355e+008  0.000000e+000
 3.671122e+008  2.356994e+008  0.000000e+000
 3.670470e+008  2.361633e+008  0.000000e+000
 3.669816e+008  2.366271e+008  0.000000e+000
 3.669161e+008  2.370909e+008  0.000000e+000
 3.668505e+008  2.375545e+008  0.000000e+000
 3.667848e+008  2.380182e+008  0.000000e+000
 3.667190e+008  2.384817e+008  0.000000e+000
 3.666531e+008  2.389452e+008  0.000000e+000
 3.665871e+008  2.394087e+008  0.000000e+000
 3.665211e+008  2.398720e+008  0.000000e+000
 3.664549e+008  2.403353e+008  0.000000e+000
 3.663886e+008  2.407986e+008  0.000000e+000
 3.663222e+008  2.412617e+008  0.000000e+000
 3.662557e+008  2.417248e+008  0.000000e+000
 3.661892e+008  2.421879e+008  0.000000e+000
 3.661225e+008  2.426509e+008  0.000000e+000
 3.660558e+008  2.431138e+008  0.000000e+000
 3.659889e+008  2.435767e+008  0.000000e+000
 3.659219e+008  2.440394e+008  0.000000e+000
 3.658549e+008  2.445022e+008  0.000000e+000
 3.657877e+008  2.449648e+008  0.000000e+000
 3.657205e+008  2.454274e+008  0.000000e+000
 3.656531e+008  2.458900e+008  0.000000e+000
 3.655857e+008  2.463524e+008  0.000000e+000
 3.655182e+008  2.468148e+008  0.000000e+000
 3.654505e+008  2.472772e+008  0.000000e+000
 3.653828e+008  2.477394e+008  0.000000e+000
 3.653150e+008  2.482017e+008  0.000000e+000
 3.652471e+008  2.486638e+008  0.000000e+000
 3.651791e+008  2.491259e+008  0.000000e+000
 3.651110e+008  2.495879e+008  0.000000e+000
 3.650428e+008  2.500498e+008  0.000000e+000
 3.649745e+008  2.505117e+008  0.000000e+000
 3.649061e+008  2.509736e+008  0.000000e+000
 3.648376e+008  2.514353e+008  0.000000e+000
 3.647690e+008  2.518970e+008  0.000000e+000
 3.647004e+008  2.523586e+008  0.000000e+000
 3.646316e+008  2.528202e+008  0.000000e+000
 3.645628e+008  2.532817e+008  0.000000e+000
 3.644938e+008  2.537431e+008  0.000000e+000
 3.644248e+008  2.542045e+008  0.000000e+000
 3.643556e+008  2.546658e+008  0.000000e+000
 3.642864e+008  2.551270e+008  0.000000e+000
 3.642171e+008  2.555882e+008  0.000000e+000
 3.641477e+008  2.560493e+008  0.000000e+000
 3.640782e+008  2.565104e+008  0.000000e+000
 3.640086e+008  2.569713e+008  0.000000e+000
 3.639389e+008  2.574322e+008  0.000000e+000
 3.638691e+008  2.578931e+008  0.000000e+000
 3.637992e+008  2.583539e+008  0.000000e+000
 3.637292e+008  2.588146e+008  0.000000e+000
 3.636592e+008  2.592752e+008  0.000000e+000
 3.635890e+008  2.597358e+008  0.000000e+000
 3.635188e+008  2.601963e+008  0.000000e+000
 3.634484e+008  2.606568e+008  0.000000e+000
 3.633780e+008  2.611172e+008  0.000000e+000
 3.633075e+008  2.615775e+008  0.000000e+000
 3.632369e+008  2.620378e+008  0.000000e+000
 3.631662e+008  2.624980e+008  0.000000e+000
 3.630954e+008  2.629581e+008  0.000000e+000
 3.630245e+008  2.634182e+008  0.000000e+000
 3.629536e+008  2.638782e+008  0.000000e+000
